target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
augustus_masked-NODE_102_length_591_cov_22.8589_ID_12749-processed-gene-0.0-mRNA-1	525	417.966	41	1.72066	41	0.09809410334811923	1.720660656026642
snap_masked-NODE_103_length_587_cov_14.7531_ID_12691-processed-gene-0.1-mRNA-1	165	32.4593	0	0	0	0	0
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.126-mRNA-1	930	719.732	1694	41.2852	1694	2.3536538600479067	41.28525014921111
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.105-mRNA-1	432	236.701	3305	244.919	3305	13.962763148444663	244.91968812525013
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.127-mRNA-1	1281	1056.84	1911	31.7178	1911	1.8082207335074374	31.71785221907059
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.128-mRNA-1	1380	1141.86	5600	86.0254	5600	4.904278983413028	86.02555714271614
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.129-mRNA-1	450	264.255	1033	68.5693	1033	3.9091029498022745	68.5692556076708
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.106-mRNA-1	552	378.345	1540	71.3978	1540	4.070359063817415	71.3978359347157
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.130-mRNA-1	888	702.009	2047	51.1478	2047	2.9159170324027186	51.14786253856428
snap_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.6-mRNA-1	2001	1730.85	1701	17.2384	1701	0.9827541381402202	17.238410081024202
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.108-mRNA-1	1962	1761.85	5611	55.8628	5611	3.184720606181003	55.862924074508456
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.131-mRNA-1	840	626.531	8733	244.497	8733	13.938655868584316	244.49682429792796
snap_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.8-mRNA-1	354	170.505	589	60.5942	589	3.454444151197912	60.59412275082037
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.132-mRNA-1	2655	2264.03	4105	31.8041	4105	1.8131385184825288	31.804114683710377
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.109-mRNA-1	846	653.126	1272	34.1619	1272	1.947556826707251	34.161935251080656
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.133-mRNA-1	657	477.522	1265	46.4675	1265	2.6490926072516032	46.46751708706317
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.110-mRNA-1	2610	2295.88	7932	60.6018	7932	3.454884401623778	60.60184514758767
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.134-mRNA-1	1683	1399.39	502	6.29241	502	0.35872773136866776	6.292413840628631
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.111-mRNA-1	402	224.394	1930	150.869	1930	8.600942984215264	150.8684384946909
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.135-mRNA-1	1398	1126.1	1416	22.0566	1416	1.2574371725424032	22.05660275562915
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.136-mRNA-1	3174	2832.85	3110	19.257	3110	1.0978343364456289	19.257022441536257
snap_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.38-mRNA-1	1110	913.086	829	15.9256	829	0.9079100982820895	15.925576889971394
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.112-mRNA-1	1632	1366.58	902	11.5777	902	0.6600418563128394	11.577740299616776
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.138-mRNA-1	1242	1022.5	4677	80.2336	4677	4.574083129584352	80.23361863597593
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.113-mRNA-1	864	625.114	2291	64.2863	2291	3.6649315164913916	64.28626443609468
augustus_masked-NODE_10_length_688114_cov_13.1864_ID_3396-processed-gene-0.139-mRNA-1	4323	3824.6	6786	31.1229	6786	1.7743031951053705	31.12290744781765
