target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
augustus_masked-LBNK01000001.1-processed-gene-0.78-mRNA-1	969	558.404	489	76.3188	489	0.8757100593835287	76.31891494213875
augustus_masked-LBNK01000001.1-processed-gene-0.56-mRNA-1	2181	1518.26	87	4.99395	87	0.05730243831754772	4.993958752755117
augustus_masked-LBNK01000001.1-processed-gene-0.79-mRNA-1	933	485.382	882	158.364	882	1.8171254805493404	158.36411093286404
maker-LBNK01000001.1-snap-gene-0.52-mRNA-1	4053	3470.32	655	16.4491	655	0.18874340118490512	16.449156232213635
genemark-LBNK01000001.1-processed-gene-0.105-mRNA-1	936	480.809	170	30.8139	170	0.35357075262734267	30.81400733798821
augustus_masked-LBNK01000001.1-processed-gene-0.81-mRNA-1	1527	1093.54	392	31.2408	392	0.3584688260145948	31.240878814701865
augustus_masked-LBNK01000001.1-processed-gene-0.58-mRNA-1	2130	1673.86	606	31.5518	606	0.3620374463814178	31.55188727157408
augustus_masked-LBNK01000001.1-processed-gene-0.59-mRNA-1	1290	1010.56	3369	290.544	3369	3.3337951234958836	290.543226880037
augustus_masked-LBNK01000001.1-processed-gene-0.82-mRNA-1	2064	1484.73	585	34.3385	585	0.39401103230890466	34.33841388349042
maker-LBNK01000001.1-snap-gene-0.51-mRNA-1	1548	1211.08	498	35.8366	498	0.4112032235690458	35.836728729131636
augustus_masked-LBNK01000001.1-processed-gene-0.83-mRNA-1	675	285.15	245	74.8798	245	0.8591969139049623	74.87977954372496
augustus_masked-LBNK01000001.1-processed-gene-0.84-mRNA-1	1206	848.692	400	41.0753	400	0.47131350360319174	41.075393398923836
augustus_masked-LBNK01000001.1-processed-gene-0.61-mRNA-1	627	245.475	156	55.3846	156	0.6355025970058051	55.384619745646575
augustus_masked-LBNK01000001.1-processed-gene-0.85-mRNA-1	1770	1403.94	709	44.0119	709	0.5050073364958616	44.01184107250719
augustus_masked-LBNK01000001.1-processed-gene-0.62-mRNA-1	423	126.102	705	487.234	705	5.590712280534805	487.23557578460736
augustus_masked-LBNK01000001.1-processed-gene-0.63-mRNA-1	1575	1163.4	373	27.9417	373	0.3206119993123603	27.941622507082172
augustus_masked-LBNK01000001.1-processed-gene-0.86-mRNA-1	1254	745.875	13	1.51897	13	0.017429193899782137	1.5189698376696938
augustus_masked-LBNK01000001.1-processed-gene-0.87-mRNA-1	1224	765.683	309	35.1707	309	0.4035612649098909	35.17072519674106
augustus_masked-LBNK01000001.1-processed-gene-0.88-mRNA-1	732	335.079	137	35.6323	137	0.4088588064307223	35.63241067859495
augustus_masked-LBNK01000001.1-processed-gene-0.64-mRNA-1	1095	747.106	128	14.9313	128	0.17132776339635875	14.931367821763217
augustus_masked-LBNK01000001.1-processed-gene-0.65-mRNA-1	2577	2075	587	24.6543	587	0.28289156626506023	24.654253028485453
augustus_masked-LBNK01000001.1-processed-gene-0.66-mRNA-1	318	98.6632	297	262.345	297	3.0102409003559583	262.34518693475076
snap_masked-LBNK01000001.1-processed-gene-0.35-mRNA-1	180	43.8239	0	0	0	0	0
augustus_masked-LBNK01000001.1-processed-gene-0.67-mRNA-1	2115	1693.43	297	15.2848	297	0.17538368872643095	15.284845342045848
snap_masked-LBNK01000001.1-processed-gene-0.12-mRNA-1	243	72.3982	266	320.203	266	3.6741244948078817	320.20323599282085
