target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
augustus_masked-scaffold_1-processed-gene-0.29-mRNA-1	1779	1617.47	0	0	0	0	0
genemark-scaffold_1-processed-gene-0.70-mRNA-1	1521	1210.09	151	37.3406	151	0.12478410696725038	37.34052666294839
genemark-scaffold_1-processed-gene-0.71-mRNA-1	1788	1477.85	356	72.0844	356	0.2408904827959536	72.08431998518489
maker-scaffold_1-augustus-gene-0.2-mRNA-1	3477	2544.86	273	32.1012	273	0.10727505638817066	32.101100057422194
genemark-scaffold_1-processed-gene-0.47-mRNA-1	1395	1064.43	109	30.6429	109	0.10240222466484408	30.64294879672767
genemark-scaffold_1-processed-gene-0.48-mRNA-1	2106	1645.44	196	35.6447	196	0.1191170750680669	35.644718111088686
genemark-scaffold_1-processed-gene-0.72-mRNA-1	1545	840.612	21	7.47558	21	0.024981798975032478	7.47557965022292
snap_masked-scaffold_1-processed-gene-0.119-mRNA-1	2268	1474.12	14	2.84195	14	0.009497191544786043	2.84194952963268
snap_masked-scaffold_1-processed-gene-0.95-mRNA-1	306	145.024	0	0	0	0	0
genemark-scaffold_1-processed-gene-0.49-mRNA-1	1974	1447.75	62	12.815	62	0.0428250733897427	12.815019745840678
augustus_masked-scaffold_1-processed-gene-0.34-mRNA-1	1092	788.569	19	7.21001	19	0.024094277101940353	7.209996676785091
genemark-scaffold_1-processed-gene-0.50-mRNA-1	867	626.343	23	10.9885	23	0.03672109371382773	10.98845848432989
genemark-scaffold_1-processed-gene-0.75-mRNA-1	744	471.467	2	1.26941	2	0.004242078448756753	1.2694039911965131
snap_masked-scaffold_1-processed-gene-0.98-mRNA-1	3018	2702.58	185	20.484	185	0.06845310777109281	20.483979554856397
genemark-scaffold_1-processed-gene-0.76-mRNA-1	1542	1274.76	76	17.8405	76	0.05961906554959365	17.840471522218273
genemark-scaffold_1-processed-gene-0.53-mRNA-1	3354	2849.87	169	17.7453	169	0.05930095056967511	17.745278462955937
maker-scaffold_1-augustus-gene-0.5-mRNA-1	2682	2009.22	151	22.489	151	0.07515354217059356	22.489024551600725
genemark-scaffold_1-processed-gene-0.55-mRNA-1	999	713.642	125	52.4145	125	0.1751578522564535	52.41441888207309
