target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
snap_masked-NC_027860.1-processed-gene-0.62-mRNA-1	591	453.359	46	3.43226	46	0.10146484353459401	3.4322533411418816
augustus_masked-NC_027860.1-processed-gene-0.0-mRNA-1	1596	1254.54	126	3.39741	126	0.10043521928356211	3.3974242205064167
snap_masked-NC_027860.1-processed-gene-0.63-mRNA-1	1509	1256.31	32	0.861623	32	0.025471420270474644	0.861622255369257
augustus_masked-NC_027860.1-processed-gene-0.1-mRNA-1	1476	1205.05	261	7.32653	261	0.2165885232977885	7.326544415242372
snap_masked-NC_027860.1-processed-gene-0.64-mRNA-1	1071	851.529	859	34.1238	859	1.0087736295534269	34.1238062355075
genemark-NC_027860.1-processed-gene-0.121-mRNA-1	2283	1830.26	1032	19.0735	1032	0.5638543157802717	19.07351149262136
augustus_masked-NC_027860.1-processed-gene-0.2-mRNA-1	1509	1309.01	57	1.47298	57	0.04354435794990107	1.4729758885447832
maker-NC_027860.1-augustus-gene-0.150-mRNA-1	4833	4835.68	1116	7.80675	1116	0.23078450186943716	7.806752073244697
augustus_masked-NC_027860.1-processed-gene-0.3-mRNA-1	1653	1581.2	251	5.36971	251	0.1587401973184923	5.369707907095496
snap_masked-NC_027860.1-processed-gene-0.69-mRNA-1	1080	1005.57	1309	44.0345	1309	1.3017492566405122	44.03429877571374
augustus_masked-NC_027860.1-processed-gene-0.24-mRNA-1	1161	967.582	2101	73.4517	2101	2.171392192082945	73.45172817090182
snap_masked-NC_027860.1-processed-gene-0.71-mRNA-1	1158	1009.44	2666	89.3398	2666	2.6410683151054046	89.33947200750254
augustus_masked-NC_027860.1-processed-gene-0.4-mRNA-1	1317	1278.94	1084	28.6709	1084	0.8475768996199978	28.671001149315032
snap_masked-NC_027860.1-processed-gene-0.72-mRNA-1	1086	835.777	5418	219.287	5418	6.482590451759261	219.28672003243346
genemark-NC_027860.1-processed-gene-0.128-mRNA-1	2553	2479.94	4167	56.8391	4167	1.6802825874819551	56.838953513796916
augustus_masked-NC_027860.1-processed-gene-0.29-mRNA-1	603	440.052	252	19.3714	252	0.5726595947751629	19.371367845591518
augustus_masked-NC_027860.1-processed-gene-0.5-mRNA-1	975	696.425	1362	66.1556	1362	1.9557023369350612	66.15558302157893
snap_masked-NC_027860.1-processed-gene-0.75-mRNA-1	1266	1046.38	973	31.4548	973	0.9298725128538389	31.45481654431801
augustus_masked-NC_027860.1-processed-gene-0.6-mRNA-1	2319	2189.96	7672	118.505	7672	3.5032603335220736	118.50485907979942
augustus_masked-NC_027860.1-processed-gene-0.7-mRNA-1	1020	934.221	2040	73.866	2040	2.1836374904867264	73.8659501308985
augustus_masked-NC_027860.1-processed-gene-0.8-mRNA-1	3477	3752.51	2167	19.5344	2167	0.5774801399596536	19.534432526314678
maker-NC_027860.1-augustus-gene-0.144-mRNA-1	2424	2350.59	37262	536.233	37262	15.852190301158432	536.2323661103122
augustus_masked-NC_027860.1-processed-gene-0.31-mRNA-1	1326	1129.67	4842	144.99	4842	4.286207476519691	144.98962812766032
augustus_masked-NC_027860.1-processed-gene-0.32-mRNA-1	1836	1541.12	2944	64.6195	2944	1.9102990033222593	64.61972352519695
augustus_masked-NC_027860.1-processed-gene-0.33-mRNA-1	2055	1827.93	719	13.3055	719	0.39334110168332487	13.3055575057456
augustus_masked-NC_027860.1-processed-gene-0.11-mRNA-1	990	784.017	292	12.5986	292	0.37244090370489413	12.598566080508366
snap_masked-NC_027860.1-processed-gene-0.80-mRNA-1	4122	4425.29	24838	189.862	24838	5.612739504077699	189.86225420297046
genemark-NC_027860.1-processed-gene-0.109-mRNA-1	1707	1772.87	3445	65.7318	3445	1.9431768826817535	65.73188422392023
augustus_masked-NC_027860.1-processed-gene-0.35-mRNA-1	1437	1276.95	2563	67.8951	2563	2.007126355769607	67.89510436031372
augustus_masked-NC_027860.1-processed-gene-0.13-mRNA-1	5997	6131.2	7371	40.6673	7371	1.2022116388308977	40.667237738657356
maker-NC_027860.1-augustus-gene-0.146-mRNA-1	2931	3055.02	17508	193.859	17508	5.730895378753658	193.85911539651121
augustus_masked-NC_027860.1-processed-gene-0.36-mRNA-1	534	363.041	173	16.1196	173	0.4765301990684248	16.11959680743967
augustus_masked-NC_027860.1-processed-gene-0.16-mRNA-1	423	221.53	2336	356.701	2336	10.544847199024963	356.7007622531279
genemark-NC_027860.1-processed-gene-0.139-mRNA-1	2526	2146	619	9.75719	619	0.28844361602982294	9.757188109316559
augustus_masked-NC_027860.1-processed-gene-0.17-mRNA-1	3129	2667.72	1664	21.0997	1664	0.6237536173211582	21.099726393112267
maker-NC_027860.1-augustus-gene-0.154-mRNA-1	3747	3552.97	9449	89.9617	9449	2.6594651798354616	89.96178312765662
augustus_masked-NC_027860.1-processed-gene-0.40-mRNA-1	1293	1172.62	2473	71.3398	2473	2.1089526018659073	71.33958287331515
augustus_masked-NC_027860.1-processed-gene-0.18-mRNA-1	1569	1350.45	1266	31.7116	1266	0.9374652893479951	31.71165755035303
augustus_masked-NC_027860.1-processed-gene-1.53-mRNA-1	3168	3010.98	3541	39.7816	3541	1.1760290669483024	39.781559343134234
augustus_masked-NC_027860.1-processed-gene-1.54-mRNA-1	879	725.173	236	11.0086	236	0.32543958476115353	11.008651501595846
augustus_masked-NC_027860.1-processed-gene-1.55-mRNA-1	1032	885.719	4710	179.882	4710	5.317713631524219	179.88240796736534
augustus_masked-NC_027860.1-processed-gene-1.50-mRNA-1	810	618.374	1573	86.0481	1573	2.5437680109448326	86.04809262509228
augustus_masked-NC_027860.1-processed-gene-1.51-mRNA-1	1935	1841.52	14566	267.563	14566	7.909770189843173	267.5639582738585
augustus_masked-NC_027860.1-processed-gene-1.56-mRNA-1	840	690.749	3531	172.918	3531	5.111842362421082	172.91839632934955
augustus_masked-NC_027860.1-processed-gene-1.52-mRNA-1	1041	857.991	5784	228.039	5784	6.7413294545047675	228.03908957956833
augustus_masked-NC_027860.1-processed-gene-1.57-mRNA-1	1437	1356.49	1568.93	39.1249	1569	1.1566616783020884	39.12641829058338
snap_masked-NC_027860.1-processed-gene-1.93-mRNA-1	345	203.756	0	0	0	0	0
snap_masked-NC_027860.1-processed-gene-1.98-mRNA-1	216	62.1938	9.06567	4.93079	9	0.14470895812765902	4.895072891503332
