target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
snap_masked-Smik_1-processed-gene-0.208-mRNA-1	468	237.763	228	16.1616	228	0.9589381022278487	16.161615514893047
snap_masked-Smik_1-processed-gene-0.209-mRNA-1	1782	1426.22	406	4.7977	406	0.2846685644570964	4.797706835554427
maker-Smik_1-snap-gene-0.70-mRNA-1	2217	1894.78	661	5.87944	661	0.3488531650112414	5.879452188797893
snap_masked-Smik_1-processed-gene-0.165-mRNA-1	1371	1409.56	776	9.2784	776	0.5505264054031045	9.278384156652319
maker-Smik_1-snap-gene-0.61-mRNA-1	2394	2543.78	26557	175.952	26557	10.439975155084165	175.95177837809575
snap_masked-Smik_1-processed-gene-0.168-mRNA-1	564	362.918	1021	47.4145	1021	2.8133076893402915	47.41452768909439
augustus_masked-Smik_1-processed-gene-0.1-mRNA-1	4554	4453.63	4078	15.4322	4078	0.9156575647280982	15.432180106367923
snap_masked-Smik_1-processed-gene-0.211-mRNA-1	2139	2146.85	728	5.7151	728	0.3391014742529753	5.715100520750621
snap_masked-Smik_1-processed-gene-0.172-mRNA-1	2349	2234.79	15329	115.604	15329	6.859257469381911	115.60358450692637
snap_masked-Smik_1-processed-gene-0.173-mRNA-1	3138	2731.64	1890	11.6609	1890	0.6918920501969513	11.660912489675255
augustus_masked-Smik_1-processed-gene-0.34-mRNA-1	4752	4312.85	8006	31.2857	8006	1.8563131108199913	31.285667659495445
snap_masked-Smik_1-processed-gene-0.174-mRNA-1	330	131	783	100.736	783	5.977099236641221	100.73599070944371
maker-Smik_1-snap-gene-0.72-mRNA-1	3036	3044.47	20875	115.561	20875	6.856694268624753	115.56038519611744
augustus_masked-Smik_1-processed-gene-0.5-mRNA-1	3879	3802.08	16148	71.58	16148	4.24714892900728	71.57999861058397
snap_masked-Smik_1-processed-gene-0.218-mRNA-1	1767	1574.96	17580	188.124	17580	11.162188246050693	188.12371134113715
augustus_masked-Smik_1-processed-gene-0.38-mRNA-1	801	789.114	4190.36	89.4965	4190	5.3097524565525385	89.48875582552571
snap_masked-Smik_1-processed-gene-0.177-mRNA-1	342	143	926.64	109.212	927	6.4825174825174825	109.25413733964504
snap_masked-Smik_1-processed-gene-0.178-mRNA-1	1500	1333.68	684320	8647.74	684320	513.1065922860056	8647.723396763138
snap_masked-Smik_1-processed-gene-0.179-mRNA-1	567	323.723	217	11.2975	217	0.670326173920296	11.29744857076817
snap_masked-Smik_1-processed-gene-0.219-mRNA-1	1107	940.469	4013	71.9149	4013	4.26701996557037	71.91489827936232
snap_masked-Smik_1-processed-gene-0.180-mRNA-1	2964	2709.03	28528	177.481	28528	10.530706562865674	177.48093456063037
snap_masked-Smik_1-processed-gene-0.181-mRNA-1	867	613.038	555	15.2581	555	0.905327239094477	15.258076323604099
snap_masked-Smik_1-processed-gene-0.220-mRNA-1	1224	1022.94	3598	59.2798	3598	3.5173128433730225	59.27959029693789
snap_masked-Smik_1-processed-gene-0.182-mRNA-1	525	325.725	996	51.535	996	3.057794151508174	51.535019085748594
snap_masked-Smik_1-processed-gene-0.221-mRNA-1	1146	1006	1305	21.8628	1305	1.297216699801193	21.862847552911077
snap_masked-Smik_1-processed-gene-0.222-mRNA-1	2280	2080.4	3460	28.03	3460	1.663141703518554	28.030022685097677
snap_masked-Smik_1-processed-gene-0.183-mRNA-1	351	152	1099	121.856	1099	7.230263157894737	121.85638776675322
snap_masked-Smik_1-processed-gene-0.223-mRNA-1	4407	3791.92	6094	27.0855	6094	1.60710141564168	27.085538798279757
augustus_masked-Smik_1-processed-gene-0.12-mRNA-1	2265	1994.51	4105	34.6874	4105	2.058149620708846	34.687351315732634
snap_masked-Smik_1-processed-gene-0.224-mRNA-1	4065	3649.4	3729	17.2213	3729	1.0218118046802214	17.221267438903876
snap_masked-Smik_1-processed-gene-0.225-mRNA-1	921	699.348	3572	86.082	3572	5.107614520953803	86.08199204324276
snap_masked-Smik_1-processed-gene-0.226-mRNA-1	4326	3848.28	2286	10.0116	2286	0.5940316193208394	10.01160618485007
