target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
augustus_masked-scaffold_1-processed-gene-0.54-mRNA-1	3024	2548.73	2006	53.497	2006	0.7870586527407768	53.49715216326567
genemark-scaffold_1-processed-gene-0.3-mRNA-1	747	528.313	504	64.8427	504	0.9539799323507088	64.84295601598139
genemark-scaffold_1-processed-gene-0.4-mRNA-1	930	718.196	1719	162.688	1719	2.3934970398052897	162.68835225290655
snap_masked-scaffold_1-processed-gene-0.108-mRNA-1	807	518.753	484	63.4172	484	0.9330066524916482	63.41738151772038
snap_masked-scaffold_1-processed-gene-0.132-mRNA-1	3876	3267.72	1207	25.1064	1207	0.3693706927154102	25.10648994714163
snap_masked-scaffold_1-processed-gene-0.109-mRNA-1	228	34.966	26	50.5416	26	0.743579477206429	50.5418297595357
genemark-scaffold_1-processed-gene-0.5-mRNA-1	2799	2596.9	4046	105.899	4046	1.558011475220455	105.89957517363618
genemark-scaffold_1-processed-gene-0.6-mRNA-1	639	409.043	2800	465.277	2800	6.8452460988209065	465.2781223716927
snap_masked-scaffold_1-processed-gene-0.133-mRNA-1	522	272.393	715	178.415	715	2.6248838993659898	178.4159450967094
genemark-scaffold_1-processed-gene-0.7-mRNA-1	1800	1544.37	1819	80.0576	1819	1.177826557107429	80.0580316703085
maker-scaffold_1-augustus-gene-0.101-mRNA-1	3852	3248.95	2442	51.0886	2442	0.7516274488680958	51.08885832353225
genemark-scaffold_1-processed-gene-0.8-mRNA-1	765	563.738	524	63.1795	524	0.9295098077475706	63.17969753481289
augustus_masked-scaffold_1-processed-gene-0.79-mRNA-1	813	564.547	690	83.0751	690	1.2222188763734463	83.07542135325578
maker-scaffold_1-augustus-gene-0.99-mRNA-1	2649	2207.41	2407	74.1167	2407	1.0904181823947523	74.11679831233167
genemark-scaffold_1-processed-gene-0.33-mRNA-1	1293	975.58	1767	123.111	1767	1.811230242522397	123.11110429890986
genemark-scaffold_1-processed-gene-0.11-mRNA-1	981	715.606	1077	102.297	1077	1.5050181244986767	102.29756490752453
genemark-scaffold_1-processed-gene-0.34-mRNA-1	1569	1451.47	4754	222.625	4754	3.275300212887624	222.6253828212919
genemark-scaffold_1-processed-gene-0.12-mRNA-1	1503	1306.63	464	24.1373	464	0.3551120056940373	24.13731294035253
genemark-scaffold_1-processed-gene-0.35-mRNA-1	462	235.854	4075	1174.38	4075	17.27763786071044	1174.3780700936559
genemark-scaffold_1-processed-gene-0.13-mRNA-1	324	125	1035	562.798	1035	8.28	562.7997587845978
genemark-scaffold_1-processed-gene-0.14-mRNA-1	1080	844.434	4597	370.025	4597	5.443883121712295	370.02609996995454
snap_masked-scaffold_1-processed-gene-0.139-mRNA-1	1656	1403.82	424	20.5295	424	0.30203302417688876	20.529482264702366
snap_masked-scaffold_1-processed-gene-0.140-mRNA-1	1647	1332.37	698	35.6085	698	0.5238785022178525	35.608538004908674
genemark-scaffold_1-processed-gene-0.37-mRNA-1	777	492.74	214	29.5201	214	0.4343061249340423	29.520215259849326
genemark-scaffold_1-processed-gene-0.38-mRNA-1	1092	861.476	1598	126.083	1598	1.854955912875112	126.08318119833052
genemark-scaffold_1-processed-gene-0.15-mRNA-1	1467	1184.33	4642	266.414	4642	3.9195156755296248	266.41334260151245
snap_masked-scaffold_1-processed-gene-0.119-mRNA-1	1161	847.617	2135	171.207	2135	2.518826309524231	171.20710621020967
snap_masked-scaffold_1-processed-gene-0.143-mRNA-1	1953	1669.73	4578	186.36	4578	2.741760643936445	186.36017259088587
augustus_masked-scaffold_1-processed-gene-0.86-mRNA-1	2643	2210.42	1732	53.2593	1732	0.7835614951004786	53.25944691249374
snap_masked-scaffold_1-processed-gene-0.120-mRNA-1	867	593.73	2264	259.185	2264	3.813181075573072	259.18567506455537
genemark-scaffold_1-processed-gene-0.43-mRNA-1	1347	1068.63	1286	81.7971	1286	1.2034099735174943	81.79696169258757
genemark-scaffold_1-processed-gene-0.44-mRNA-1	1242	966.338	3803	267.497	3803	3.9354759928720595	267.49818109794336
genemark-scaffold_1-processed-gene-0.18-mRNA-1	2016	1634.28	1663	69.1654	1663	1.017573488019189	69.16547265734316
genemark-scaffold_1-processed-gene-0.19-mRNA-1	1095	856.518	406	32.219	406	0.4740122215761957	32.219077773434094
genemark-scaffold_1-processed-gene-0.45-mRNA-1	1491	1241.33	1315	72.0047	1315	1.0593476351977316	72.00490260366155
genemark-scaffold_1-processed-gene-0.46-mRNA-1	1560	1245.47	948	51.7367	948	0.7611584381799642	51.73668905851994
snap_masked-scaffold_1-processed-gene-0.123-mRNA-1	933	672.287	546	55.2027	546	0.8121531429285409	55.20284938844636
augustus_masked-scaffold_1-processed-gene-0.91-mRNA-1	2613	2330.69	6386	186.237	6386	2.7399611273914593	186.23785767815076
snap_masked-scaffold_1-processed-gene-0.124-mRNA-1	249	51.4386	256	338.277	256	4.976807300354209	338.27849615419984
snap_masked-scaffold_1-processed-gene-0.153-mRNA-1	4032	3479.97	1519	29.6691	1519	0.4364980157874924	29.66920024096091
