target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
snap_masked-scaffold_1-processed-gene-0.91-mRNA-1	387	226.699	45	35.0547	45	0.19850109616716438	35.05457914178591
snap_masked-scaffold_1-processed-gene-0.92-mRNA-1	459	323.313	0	0	0	0	0
snap_masked-scaffold_1-processed-gene-0.93-mRNA-1	822	624.119	452	127.895	452	0.7242208617266899	127.8947975791085
genemark-scaffold_1-processed-gene-0.2-mRNA-1	1572	1325.14	66	8.79562	66	0.04980605822780989	8.795570622022424
snap_masked-scaffold_1-processed-gene-0.79-mRNA-1	726	557.908	299	94.6438	299	0.5359306552334794	94.64342480290472
maker-scaffold_1-snap-gene-0.43-mRNA-1	1785	1477.04	81	9.68449	81	0.05483940854682338	9.684442172422347
maker-scaffold_1-snap-gene-0.41-mRNA-1	369	233.498	0	0	0	0	0
snap_masked-scaffold_1-processed-gene-0.95-mRNA-1	1371	1238.92	14297	2037.92	14297	11.539889581248183	2037.9029658993434
snap_masked-scaffold_1-processed-gene-0.80-mRNA-1	414	295.726	319	190.496	319	1.0787012301928136	190.4947548112876
snap_masked-scaffold_1-processed-gene-0.96-mRNA-1	441	304.446	68	39.4441	68	0.2233565229958679	39.44395806055978
snap_masked-scaffold_1-processed-gene-0.81-mRNA-1	1641	1396.71	479	60.5635	479	0.3429487867918179	60.56352141274413
snap_masked-scaffold_1-processed-gene-0.82-mRNA-1	5103	4389.23	109	4.38553	109	0.024833512939627225	4.385509004835047
snap_masked-scaffold_1-processed-gene-0.97-mRNA-1	2370	2113.42	1653	138.125	1653	0.7821445808216066	138.12391789333282
augustus_masked-scaffold_1-processed-gene-0.66-mRNA-1	2136	1884.21	79	7.40424	79	0.04192738601323632	7.404225465694544
genemark-scaffold_1-processed-gene-0.7-mRNA-1	1353	1321.76	53	7.08118	53	0.040098051083403946	7.081171501193314
genemark-scaffold_1-processed-gene-0.8-mRNA-1	1986	1870.36	527	49.7586	527	0.2817639384931243	49.75849741852647
augustus_masked-scaffold_1-processed-gene-0.67-mRNA-1	1710	1389.17	110	13.9837	110	0.07918397316383163	13.983604663296301
snap_masked-scaffold_1-processed-gene-0.99-mRNA-1	837	623.819	280	79.2653	280	0.4488481434518667	79.26496664797688
snap_masked-scaffold_1-processed-gene-0.100-mRNA-1	1647	1526.11	274.763	31.7948	275	0.18019670928045817	31.82209029839154
augustus_masked-scaffold_1-processed-gene-0.70-mRNA-1	1689	1600.82	856.237	94.4575	856	0.5347259529491136	94.43067871542708
augustus_masked-scaffold_1-processed-gene-0.49-mRNA-1	1965	1820.51	49	4.75321	49	0.026915534657870596	4.75318654670422
augustus_masked-scaffold_1-processed-gene-0.71-mRNA-1	2349	1997.67	1635	144.536	1635	0.8184534983255493	144.53594204217012
augustus_masked-scaffold_1-processed-gene-0.72-mRNA-1	3492	3158.7	6955	388.841	6955	2.201855193592301	388.8397023134497
genemark-scaffold_1-processed-gene-0.35-mRNA-1	2232	1848.67	156	14.9022	156	0.08438499029031682	14.902085568432573
snap_masked-scaffold_1-processed-gene-0.105-mRNA-1	618	492.94	1995	714.714	1995	4.047145697245101	714.7113637243717
snap_masked-scaffold_1-processed-gene-0.85-mRNA-1	1092	1006.55	1235	216.679	1235	1.2269633897968308	216.67731857503796
