target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
augustus_masked-gi|1002316083|dbj|BCJV01000019.1|-processed-gene-0.1-mRNA-1	1158	604.214	808	59.3577	808	1.3372745418014147	59.357636206011044
snap_masked-gi|1002316084|dbj|BCJV01000018.1|-processed-gene-0.0-mRNA-1	753	323.297	356	48.877	356	1.1011546658335833	48.87697777679503
snap_masked-gi|1002316087|dbj|BCJV01000015.1|-processed-gene-0.1-mRNA-1	1581	1033.5	1305	56.0474	1305	1.262699564586357	56.04747495696791
snap_masked-gi|1002316088|dbj|BCJV01000014.1|-processed-gene-0.1-mRNA-1	1203	668.493	685.5	45.5163	686	1.026188755903203	45.54946418821966
snap_masked-gi|1002316089|dbj|BCJV01000013.1|-processed-gene-0.1-mRNA-1	1203	668.493	685.5	45.5163	686	1.026188755903203	45.54946418821966
augustus_masked-gi|1002316090|dbj|BCJV01000012.1|-processed-gene-0.1-mRNA-1	2922	2375.35	151	2.82166	151	0.06356957921990444	2.8216643921309528
snap_masked-gi|1002316091|dbj|BCJV01000011.1|-processed-gene-0.1-mRNA-1	789	356.347	4530.5	564.324	4530	12.712328152054038	564.262405507687
snap_masked-gi|1002316091|dbj|BCJV01000011.1|-processed-gene-0.0-mRNA-1	669	249.876	0.00945325	0.00167924	0	0	0
snap_masked-gi|1002316092|dbj|BCJV01000010.1|-processed-gene-0.11-mRNA-1	780	348.096	69.9979	8.92568	70	0.2010939510939511	8.92596188676767
snap_masked-gi|1002316092|dbj|BCJV01000010.1|-processed-gene-0.12-mRNA-1	780	348.096	136.892	17.4556	137	0.39356958999816144	17.469382549816725
snap_masked-gi|1002316092|dbj|BCJV01000010.1|-processed-gene-0.13-mRNA-1	945	478.214	145	13.4587	145	0.30321153291204356	13.458657367256393
snap_masked-gi|1002316092|dbj|BCJV01000010.1|-processed-gene-0.10-mRNA-1	888	448.397	150.5	14.8981	150	0.3345249856711798	14.848568323556446
snap_masked-gi|1002316092|dbj|BCJV01000010.1|-processed-gene-0.14-mRNA-1	393	90.24	0	0	0	0	0
maker-gi|1002316093|dbj|BCJV01000009.1|-snap-gene-0.10-mRNA-1	2133	1761.11	166	4.18387	166	0.09425873454809751	4.183864643836008
augustus_masked-gi|1002316093|dbj|BCJV01000009.1|-processed-gene-0.13-mRNA-1	1551	991.485	3	0.134305	3	0.003025764383727439	0.1343046741116152
snap_masked-gi|1002316093|dbj|BCJV01000009.1|-processed-gene-0.6-mRNA-1	768	337.001	5	0.658559	5	0.01483675122625749	0.6585592219387817
snap_masked-gi|1002316093|dbj|BCJV01000009.1|-processed-gene-0.9-mRNA-1	210	51.3949	0	0	0	0	0
snap_masked-gi|1002316094|dbj|BCJV01000008.1|-processed-gene-0.3-mRNA-1	1314	756.793	718.5	42.1411	718	0.9487402764031908	42.11175672638636
augustus_masked-gi|1002316094|dbj|BCJV01000008.1|-processed-gene-0.5-mRNA-1	696	272.85	850.5	138.359	850	3.115264797507788	138.27733106080456
snap_masked-gi|1002316094|dbj|BCJV01000008.1|-processed-gene-0.1-mRNA-1	273	66.8582	67	44.4812	67	1.002120906635237	44.48116400269113
augustus_masked-gi|1002316094|dbj|BCJV01000008.1|-processed-gene-0.8-mRNA-1	636	223.242	320.5	63.7248	320	1.433422026321212	63.62533683879308
snap_masked-gi|1002316094|dbj|BCJV01000008.1|-processed-gene-0.2-mRNA-1	867	429.821	87.2041	9.00544	87	0.20240984037541207	8.984370294925304
snap_masked-gi|1002316095|dbj|BCJV01000007.1|-processed-gene-0.15-mRNA-1	1524	947.493	183	8.57297	183	0.1931412685898471	8.57296598339496
snap_masked-gi|1002316095|dbj|BCJV01000007.1|-processed-gene-0.16-mRNA-1	1233	748.61	374	22.1754	374	0.4995925782450141	22.175427396339657
augustus_masked-gi|1002316095|dbj|BCJV01000007.1|-processed-gene-0.7-mRNA-1	801	367.535	69	8.33309	69	0.18773722230535866	8.333096455210416
snap_masked-gi|1002316095|dbj|BCJV01000007.1|-processed-gene-0.14-mRNA-1	1116	591.882	958	71.8433	958	1.6185658627902184	71.84332061653589
snap_masked-gi|1002316095|dbj|BCJV01000007.1|-processed-gene-0.17-mRNA-1	498	130.313	402	136.928	402	3.084880249859953	136.92865143729594
augustus_masked-gi|1002316096|dbj|BCJV01000006.1|-processed-gene-0.15-mRNA-1	801	367.535	69	8.33309	69	0.18773722230535866	8.333096455210416
snap_masked-gi|1002316096|dbj|BCJV01000006.1|-processed-gene-0.20-mRNA-1	1233	748.61	374	22.1754	374	0.4995925782450141	22.175427396339657
snap_masked-gi|1002316096|dbj|BCJV01000006.1|-processed-gene-0.21-mRNA-1	1524	945.913	0	0	0	0	0
augustus_masked-gi|1002316096|dbj|BCJV01000006.1|-processed-gene-0.16-mRNA-1	1254	762.296	588	34.2381	588	0.7713539097673344	34.238103942647925
snap_masked-gi|1002316096|dbj|BCJV01000006.1|-processed-gene-0.22-mRNA-1	768	337.001	308	40.5673	308	0.9139438755374614	40.56724807142895
augustus_masked-gi|1002316096|dbj|BCJV01000006.1|-processed-gene-0.17-mRNA-1	834	398.408	11601	1292.48	11601	29.118391196963916	1292.4787076596915
snap_masked-gi|1002316096|dbj|BCJV01000006.1|-processed-gene-0.27-mRNA-1	1620	1190.45	17524	653.396	17524	14.720483850644714	653.3984592318552
augustus_masked-gi|1002316096|dbj|BCJV01000006.1|-processed-gene-0.13-mRNA-1	1137	639.474	550	38.1765	550	0.8600818797949564	38.17647441300982
augustus_masked-gi|1002316096|dbj|BCJV01000006.1|-processed-gene-0.14-mRNA-1	1572	1001.49	154	6.82542	154	0.15377088138673375	6.8254316904410555
snap_masked-gi|1002316096|dbj|BCJV01000006.1|-processed-gene-0.28-mRNA-1	237	58.6959	0	0	0	0	0
augustus_masked-gi|1002316096|dbj|BCJV01000006.1|-processed-gene-0.19-mRNA-1	699	275.469	2854	459.872	2854	10.360512435156043	459.87230655376516
snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.34-mRNA-1	1017	502.379	914	80.7552	914	1.8193435633256962	80.7552450824053
augustus_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.68-mRNA-1	1110	598.628	833	61.7652	833	1.391515264905751	61.76522044465296
snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.2-mRNA-1	1806	1265.75	2909	102.012	2909	2.298242148923563	102.01212774555609
augustus_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.70-mRNA-1	1221	690.661	664	42.6736	664	0.9613978493066787	42.67358870940176
snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.4-mRNA-1	1689	1220.96	221	8.03427	221	0.18100511073253833	8.034278062167914
snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.35-mRNA-1	2850	2253.73	14248	280.613	14248	6.321964032958695	280.6131646463171
snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.36-mRNA-1	306	72.7045	305	186.206	305	4.195063579283263	186.20638471494988
snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.38-mRNA-1	1071	569.228	13	1.0137100000000001	13	0.02283794894137323	1.0137085711116416
snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.39-mRNA-1	1641	1096.41	37	1.49791	37	0.03374649994071561	1.497906678167087
snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.6-mRNA-1	894	455.881	390	37.9725	390	0.8554864098306357	37.972495180764554
genemark-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.133-mRNA-1	1866	1234.94	362	13.0112	362	0.2931316501206536	13.01124137523087
augustus_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.101-mRNA-1	1110	600.43	25	1.84813	25	0.041636826940692505	1.84813480632706
augustus_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.102-mRNA-1	798	364.665	627	76.3183	627	1.7193862860433549	76.31843908961636
snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.8-mRNA-1	1413	877.827	849	42.9294	849	0.9671609554046526	42.92939583388299
augustus_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.103-mRNA-1	831	395.574	3343	375.115	3343	8.451010430412515	375.11519663411286
augustus_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.104-mRNA-1	1380	939.647	6557	309.739	6557	6.978152433839516	309.73941446605824
augustus_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.105-mRNA-1	1407	839.125	1113	58.8741	1113	1.3263816475495307	58.87413305536938
snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.44-mRNA-1	675	254.898	897	156.201	897	3.519054680695808	156.20036200227105
snap_masked-gi|1002316097|dbj|BCJV01000005.1|-processed-gene-0.9-mRNA-1	1461	1075.6	2556	105.479	2556	2.376348084789885	105.47901773842014
