target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
snap_masked-NW_003101571.1-processed-gene-0.14-mRNA-1	2328	2141.84	0	0	0	0	0
augustus_masked-NW_003101571.1-processed-gene-0.62-mRNA-1	690	503.854	0	0	0	0	0
augustus_masked-NW_003101571.1-processed-gene-0.53-mRNA-1	384	203.298	0	0	0	0	0
maker-NW_003101571.1-snap-gene-0.0-mRNA-1	7233	7046.84	0	0	0	0	0
snap_masked-NW_003101571.1-processed-gene-0.3-mRNA-1	813	626.841	0	0	0	0	0
genemark-NW_003101571.1-processed-gene-0.30-mRNA-1	3429	3099.85	1720	22.7814	1720	0.5548655580108716	22.7813695364417
genemark-NW_003101571.1-processed-gene-0.31-mRNA-1	1440	1270.71	101	3.26336	101	0.07948312360806163	3.2633750368597356
augustus_masked-NW_003101571.1-processed-gene-0.55-mRNA-1	1956	1794.51	1529	34.9827	1529	0.8520431761316459	34.98272721421681
genemark-NW_003101571.1-processed-gene-0.41-mRNA-1	1509	1281.66	74	2.37056	74	0.057737621522088535	2.3705599907214587
genemark-NW_003101571.1-processed-gene-0.33-mRNA-1	1020	838.216	22	1.0776	22	0.026246218158565333	1.0776030088222346
genemark-NW_003101571.1-processed-gene-0.42-mRNA-1	1251	1072.12	1213	46.4528	1213	1.1314032011342015	46.45253980468961
genemark-NW_003101571.1-processed-gene-0.43-mRNA-1	1851	1860.73	816	18.0052	816	0.4385375632144373	18.00523773544981
snap_masked-NW_003101571.1-processed-gene-0.20-mRNA-1	711	490.176	1724	144.403	1724	3.5171040605823216	144.40335347085218
genemark-NW_003101571.1-processed-gene-0.45-mRNA-1	1203	1103.95	115	4.277	115	0.10417138457357669	4.277012283121267
genemark-NW_003101571.1-processed-gene-0.34-mRNA-1	1059	947.746	500	21.6606	500	0.5275675128146149	21.660581182830782
snap_masked-NW_003101571.1-processed-gene-0.9-mRNA-1	252	88.9247	200	92.3421	200	2.2490938962965297	92.34207896660047
genemark-NW_003101571.1-processed-gene-0.46-mRNA-1	1590	1469.85	1033	28.8549	1033	0.7027928019865973	28.854886194421674
snap_masked-NW_003101571.1-processed-gene-0.10-mRNA-1	276	107.951	0	0	0	0	0
genemark-NW_003101571.1-processed-gene-0.47-mRNA-1	1869	2077.14	1801	35.5993	1801	0.8670575887999846	35.5991808369579
snap_masked-NW_003101571.1-processed-gene-0.24-mRNA-1	2130	2270.04	3347	60.5361	3347	1.4744233581787105	60.536075614865304
