target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
augustus_masked-NC_012860.1-processed-gene-0.94-mRNA-1	3771	3814.68	1412.56	14.9662	1413	0.37041114851049106	14.970851058574056
snap_masked-NC_012860.1-processed-gene-0.4-mRNA-1	957	758	0	0	0	0	0
snap_masked-NC_012860.1-processed-gene-0.5-mRNA-1	1371	1291.75	547.326	17.125	547	0.4234565511902458	17.114779031730624
snap_masked-NC_012860.1-processed-gene-0.6-mRNA-1	183	15.5063	37	96.44	37	2.3861269290546425	96.43972921813395
snap_masked-NC_012860.1-processed-gene-0.7-mRNA-1	186	16.2643	64	159.04	64	3.9349987395707164	159.04024563699474
augustus_masked-NC_012860.1-processed-gene-0.79-mRNA-1	2445	2582.36	31482	492.729	31482	12.191173964900322	492.72882415017057
snap_masked-NC_012860.1-processed-gene-0.24-mRNA-1	177	14.1447	0	0	0	0	0
snap_masked-NC_012860.1-processed-gene-0.25-mRNA-1	735	592.398	2302	157.056	2302	3.8859010327516295	157.0558710870876
genemark-NC_012860.1-processed-gene-0.65-mRNA-1	675	503.799	1065	85.4387	1065	2.113938296820756	85.43872266258992
genemark-NC_012860.1-processed-gene-0.49-mRNA-1	1620	1623.32	14319	356.509	14319	8.820811669911047	356.5094038259759
snap_masked-NC_012860.1-processed-gene-0.27-mRNA-1	408	240.943	0	0	0	0	0
snap_masked-NC_012860.1-processed-gene-0.28-mRNA-1	210	24.7787	0	0	0	0	0
genemark-NC_012860.1-processed-gene-0.66-mRNA-1	2376	2336.19	4605	79.668	4605	1.9711581677860106	79.6679999008731
genemark-NC_012860.1-processed-gene-0.50-mRNA-1	3042	3118.37	9091	117.827	9091	2.9153051113241855	117.82744333543704
genemark-NC_012860.1-processed-gene-0.67-mRNA-1	1929	1895.19	2634	56.1727	2634	1.389834264638374	56.17272011297085
genemark-NC_012860.1-processed-gene-0.68-mRNA-1	1269	1104.37	8464	309.758	8464	7.6640980830699865	309.7586866953979
genemark-NC_012860.1-processed-gene-0.51-mRNA-1	1737	1618.34	4797	119.801	4797	2.9641484484100995	119.80153706252213
genemark-NC_012860.1-processed-gene-0.52-mRNA-1	600	401.963	12919	1298.99	12919	32.1397740588064	1298.9883604353367
augustus_masked-NC_012860.1-processed-gene-0.99-mRNA-1	645	416.709	23	2.23078	23	0.055194392249747426	2.2307833577964775
snap_masked-NC_012860.1-processed-gene-0.33-mRNA-1	345	146	81	22.4231	81	0.5547945205479452	22.423045765862117
genemark-NC_012860.1-processed-gene-0.71-mRNA-1	1176	995.689	5699	231.333	5699	5.723674761898545	231.33289241610262
genemark-NC_012860.1-processed-gene-0.53-mRNA-1	1668	1571.21	8660	222.765	8660	5.511675714894889	222.7645591733966
augustus_masked-NC_012860.1-processed-gene-0.101-mRNA-1	2319	2105.19	874.083	16.7813	874	0.415164426963837	16.77963750790782
augustus_masked-NC_012860.1-processed-gene-0.85-mRNA-1	1554	1394.09	827	23.976	827	0.59321851530389	23.976022518532368
augustus_masked-NC_012860.1-processed-gene-0.86-mRNA-1	831	654.631	971	59.9495	971	1.483278365980224	59.9494361462668
genemark-NC_012860.1-processed-gene-0.73-mRNA-1	546	367.344	817	89.8901	817	2.224073348142341	89.8900342829181
genemark-NC_012860.1-processed-gene-0.56-mRNA-1	723	525.1	724	55.7262	724	1.3787849933346028	55.72614339501916
genemark-NC_012860.1-processed-gene-0.74-mRNA-1	873	682.82	663	39.2437	663	0.9709733165402301	39.24368087253118
augustus_masked-NC_012860.1-processed-gene-0.88-mRNA-1	1206	1021.43	479	18.9535	479	0.4689503930763733	18.95349672070494
genemark-NC_012860.1-processed-gene-0.75-mRNA-1	2238	1969.85	1421	29.1558	1421	0.7213747239637536	29.155692514409978
genemark-NC_012860.1-processed-gene-0.58-mRNA-1	3201	3087.69	2819.57	36.9072	2820	0.9133041205561439	36.912873748563044
genemark-NC_012860.1-processed-gene-0.59-mRNA-1	1146	910.913	2687	119.221	2687	2.9497877404318524	119.22112251208934
genemark-NC_012860.1-processed-gene-0.76-mRNA-1	1626	1382.04	720	21.0559	720	0.5209690023443605	21.055924940689092
genemark-NC_012860.1-processed-gene-0.60-mRNA-1	969	761.841	2165	114.857	2165	2.841800323164545	114.85661149072854
augustus_masked-NC_012860.1-processed-gene-0.92-mRNA-1	3078	2849.95	3616	51.2807	3616	1.2687941893717434	51.28066179825197
genemark-NC_012860.1-processed-gene-0.77-mRNA-1	450	261.256	137	21.1942	137	0.5243898704718744	21.19418564756569
genemark-NC_012860.1-processed-gene-0.62-mRNA-1	318	119	961	326.391	961	8.07563025210084	326.39151978680883
genemark-NC_012860.1-processed-gene-1.6-mRNA-1	1323	1095.38	555	20.4782	555	0.5066734831747886	20.478145116422837
genemark-NC_012860.1-processed-gene-1.7-mRNA-1	2253	2128.4	4656	88.4142	4656	2.187558729562112	88.41422849677082
genemark-NC_012860.1-processed-gene-1.8-mRNA-1	312	113	2529	904.548	2529	22.38053097345133	904.5505168045814
genemark-NC_012860.1-processed-gene-1.9-mRNA-1	984	782.249	8605	444.599	8605	11.000333653350786	444.5988123769177
maker-NC_012860.1-snap-gene-1.0-mRNA-1	963	751.913	1238	66.5451	1238	1.6464670779731165	66.5450095017403
genemark-NC_012860.1-processed-gene-1.4-mRNA-1	666	456.47	1485	131.485	1485	3.2532258417858784	131.4851341087569
genemark-NC_012860.1-processed-gene-1.10-mRNA-1	2439	2247.46	3565	64.1107	3565	1.5862351276552196	64.11062392559685
genemark-NC_012860.1-processed-gene-1.11-mRNA-1	2169	1959.18	1909	39.3817	1909	0.9743872436427484	39.381661045056106
genemark-NC_012860.1-processed-gene-1.5-mRNA-1	1908	1730.18	449.891	10.5094	450	0.2600885457004473	10.511959198258976
snap_masked-NC_012860.1-processed-gene-1.50-mRNA-1	768	588.005	16.1086	1.10723	16	0.027210652970638006	1.099768823017565
genemark-NC_012860.1-processed-gene-1.12-mRNA-1	1170	937.46	632	27.2475	632	0.6741620975828302	27.247506973895966
snap_masked-NC_012860.1-processed-gene-1.69-mRNA-1	2379	2278.38	506	8.9761	506	0.2220876236624268	8.97608171128972
snap_masked-NC_012860.1-processed-gene-1.52-mRNA-1	915	713.877	111	6.28438	111	0.15548897078908552	6.284374086187748
genemark-NC_012860.1-processed-gene-1.14-mRNA-1	1278	1066.04	33666	1276.38	33666	31.580428501744777	1276.3813761188062
genemark-NC_012860.1-processed-gene-1.15-mRNA-1	4599	4408.75	3214	29.4641	3214	0.7290048199603062	29.464076943945518
augustus_masked-NC_012860.1-processed-gene-1.96-mRNA-1	4347	4146.41	6170	60.1417	6170	1.4880342271989504	60.14165306589007
maker-NC_012860.1-augustus-gene-1.82-mRNA-1	1674	1436.22	1916.75	53.9396	1917	1.3347537285374107	53.946538461824964
snap_masked-NC_012860.1-processed-gene-1.58-mRNA-1	594	409.535	28.0798	2.77119	28	0.06837022476711392	2.763308976918397
genemark-NC_012860.1-processed-gene-1.32-mRNA-1	1740	1492.04	457.171	12.384	457	0.3062920565132302	12.379359468318066
genemark-NC_012860.1-processed-gene-1.19-mRNA-1	2121	1841.02	264	5.79571	264	0.14339876807421972	5.795726201694884
augustus_masked-NC_012860.1-processed-gene-1.98-mRNA-1	3402	2867.48	367	5.17284	367	0.12798694323936	5.172828821118385
snap_masked-NC_012860.1-processed-gene-1.72-mRNA-1	1347	1122.55	2277	81.9822	2277	2.0284174424301815	81.98223929638522
genemark-NC_012860.1-processed-gene-1.34-mRNA-1	1821	1448.49	1265	35.297	1265	0.8733232538712729	35.296973139904786
genemark-NC_012860.1-processed-gene-1.35-mRNA-1	1482	1105.38	1373	50.2022	1373	1.2421067868063471	50.20204110728905
genemark-NC_012860.1-processed-gene-1.36-mRNA-1	2595	2182.12	2741	50.7684	2741	1.2561179036899897	50.76832628761575
genemark-NC_012860.1-processed-gene-1.37-mRNA-1	780	499.002	53	4.29276	53	0.106211999150304	4.292754217324968
genemark-NC_012860.1-processed-gene-1.38-mRNA-1	2406	1808.7	688	15.3739	688	0.3803837010007187	15.373910195982234
snap_masked-NC_012860.1-processed-gene-1.78-mRNA-1	3111	3112.39	1013.6	13.1625	1014	0.32579464655779	13.167592684266383
snap_masked-NC_012860.1-processed-gene-1.62-mRNA-1	1281	929.008	197	8.57057	197	0.21205414808053322	8.570560254550644
genemark-NC_012860.1-processed-gene-1.40-mRNA-1	651	393.711	281	28.8464	281	0.7137214860646515	28.84637276211844
genemark-NC_012860.1-processed-gene-1.23-mRNA-1	741	456.072	35	3.10168	35	0.07674226876458103	3.101680605974155
snap_masked-NC_012860.1-processed-gene-1.64-mRNA-1	1113	716.803	34	1.91709	34	0.04743283719515683	1.9170857675040311
genemark-NC_012860.1-processed-gene-1.25-mRNA-1	1800	1371.77	609	17.9431	609	0.4439519744563593	17.943139437008025
snap_masked-NC_012860.1-processed-gene-1.80-mRNA-1	1815	1432.46	951	26.8325	951	0.6638928835709199	26.832457712881144
snap_masked-NC_012860.1-processed-gene-1.66-mRNA-1	717	476.322	381	32.3286	381	0.7998790733999269	32.32859086691709
genemark-NC_012860.1-processed-gene-1.27-mRNA-1	999	710.623	45	2.55939	45	0.06332471648117215	2.559385435827959
genemark-NC_012860.1-processed-gene-1.28-mRNA-1	2133	1835.33	1502	33.0765	1502	0.8183814354911652	33.07639802178702
genemark-NC_012860.1-processed-gene-2.4-mRNA-1	1599	1351.67	113	3.37887	113	0.08360028705231307	3.37886008816705
genemark-NC_012860.1-processed-gene-2.5-mRNA-1	2148	1819.58	1044	23.1896	1044	0.5737587794985656	23.189521335854113
genemark-NC_012860.1-processed-gene-2.6-mRNA-1	615	399.156	427	43.2362	427	1.0697571876659753	43.23621356913013
genemark-NC_012860.1-processed-gene-2.7-mRNA-1	762	560.562	155	11.1756	155	0.27650821853782453	11.175590618283383
genemark-NC_012860.1-processed-gene-2.8-mRNA-1	3843	3542.71	1237	14.1123	1237	0.3491677275306192	14.11225894345244
maker-NC_012860.1-snap-gene-2.1-mRNA-1	4245	4119.1	7084	69.5087	7084	1.7197931586997157	69.50861855530474
genemark-NC_012860.1-processed-gene-2.9-mRNA-1	372	173	421	98.3555	421	2.433526011560694	98.35545072750169
genemark-NC_012860.1-processed-gene-2.26-mRNA-1	1959	1786.62	1540	34.8378	1540	0.8619628124615196	34.83781990710122
genemark-NC_012860.1-processed-gene-2.27-mRNA-1	3096	2933.79	908	12.5089	908	0.30949727144751327	12.508904152879605
snap_masked-NC_012860.1-processed-gene-2.56-mRNA-1	465	262.191	72	11.0988	72	0.27460896827122216	11.098828909089157
augustus_masked-NC_012860.1-processed-gene-2.103-mRNA-1	267	68.2613	262	155.128	262	3.8381923578953225	155.12763683078126
genemark-NC_012860.1-processed-gene-2.28-mRNA-1	2931	2799.62	5279	76.2107	5279	1.885613047485016	76.21053578305722
genemark-NC_012860.1-processed-gene-2.29-mRNA-1	1089	961.844	1062	44.6254	1062	1.1041291519206857	44.625420021249994
genemark-NC_012860.1-processed-gene-2.11-mRNA-1	468	282.43	775	110.906	775	2.7440427716602342	110.90555939819016
genemark-NC_012860.1-processed-gene-2.12-mRNA-1	1017	796.368	4848	246.043	4848	6.087637875956844	246.04313424681595
augustus_masked-NC_012860.1-processed-gene-2.106-mRNA-1	441	264.278	589	90.0776	589	2.2287137029945736	90.07758279929257
genemark-NC_012860.1-processed-gene-2.30-mRNA-1	936	747.054	745	40.3058	745	0.9972505334286411	40.305723151366934
genemark-NC_012860.1-processed-gene-2.14-mRNA-1	453	264.987	8273	1261.83	8273	31.220399491295797	1261.8301383553867
genemark-NC_012860.1-processed-gene-2.31-mRNA-1	1422	1212.42	206	6.86717	206	0.16990811764899952	6.867150552013706
