target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
snap_masked-SAKL0A-processed-gene-0.86-mRNA-1	225	33.0062	0	0	0	0	0
augustus_masked-SAKL0A-processed-gene-0.7-mRNA-1	969	770	0	0	0	0	0
augustus_masked-SAKL0A-processed-gene-0.18-mRNA-1	933	739.283	828	57.5354	828	1.1200041120923923	57.535430385658415
augustus_masked-SAKL0A-processed-gene-0.19-mRNA-1	1755	1648.12	25.0898	0.782032	25	0.01516879838846686	0.7792322673559322
augustus_masked-SAKL0A-processed-gene-0.20-mRNA-1	729	497.439	92	9.50088	92	0.18494730007096347	9.50087807121425
augustus_masked-SAKL0A-processed-gene-0.8-mRNA-1	966	759.817	843	56.9947	843	1.1094776768616654	56.994679709042444
maker-SAKL0A-augustus-gene-0.3-mRNA-1	1533	1279.08	3033	121.812	3033	2.371235575569941	121.81210578889956
augustus_masked-SAKL0A-processed-gene-0.10-mRNA-1	1293	1045.36	1130	55.53	1130	1.0809673222621874	55.530081941393014
augustus_masked-SAKL0A-processed-gene-0.21-mRNA-1	3840	3709.81	757.816	10.4937	758	0.20432313245152717	10.496228751680453
snap_masked-SAKL0A-processed-gene-0.78-mRNA-1	258	59.6515	27	23.2519	27	0.4526290202258116	23.25188381235395
genemark-SAKL0A-processed-gene-0.54-mRNA-1	552	346.667	136	20.1531	136	0.39230731508912015	20.15311370145455
augustus_masked-SAKL0A-processed-gene-0.22-mRNA-1	1338	1091.47	4991	234.905	4991	4.572732186867253	234.9045968396025
maker-SAKL0A-augustus-gene-0.4-mRNA-1	999	739.02	201	13.9719	201	0.271981813753349	13.97190469429279
snap_masked-SAKL0A-processed-gene-0.93-mRNA-1	1470	1226.39	958	40.1286	958	0.7811544451601855	40.128475167825016
augustus_masked-SAKL0A-processed-gene-0.11-mRNA-1	1656	1377.22	1591	59.3449	1591	1.1552257446159655	59.344791408756265
augustus_masked-SAKL0A-processed-gene-0.25-mRNA-1	645	435.511	392	46.2384	392	0.9000920757455035	46.23838823947651
augustus_masked-SAKL0A-processed-gene-0.26-mRNA-1	7578	6939.14	4491	33.2471	4491	0.6471983559922411	33.247052894599
augustus_masked-SAKL0A-processed-gene-0.12-mRNA-1	3180	2740.3	440	8.2484	440	0.16056636134729774	8.24841141727329
augustus_masked-SAKL0A-processed-gene-0.27-mRNA-1	2604	2408.84	727	15.504	727	0.30180501818302585	15.503944517910316
augustus_masked-SAKL0A-processed-gene-0.28-mRNA-1	399	200	1029	264.302	1029	5.145	264.30241294488485
augustus_masked-SAKL0A-processed-gene-0.29-mRNA-1	1023	757.916	391	26.5016	391	0.5158883042447976	26.501559498920287
snap_masked-SAKL0A-processed-gene-0.81-mRNA-1	558	323.197	443	70.413	443	1.3706810397373739	70.41288749861836
augustus_masked-SAKL0A-processed-gene-0.30-mRNA-1	3348	3076.41	681	11.3715	681	0.22136191209884248	11.371523323968427
augustus_masked-SAKL0A-processed-gene-0.31-mRNA-1	1908	1776.02	2476	71.6175	2476	1.3941284444994988	71.61739783018784
augustus_masked-SAKL0A-processed-gene-0.14-mRNA-1	465	247.809	472.521	97.9535	473	1.9087280930071144	98.05275814139337
augustus_masked-SAKL0A-processed-gene-0.32-mRNA-1	534	333.497	368	56.6855	368	1.1034582020228068	56.68545488405287
augustus_masked-SAKL0A-processed-gene-0.15-mRNA-1	1980	1824.14	3253	91.6096	3253	1.7833061058909951	91.60973893223252
augustus_masked-SAKL0A-processed-gene-0.33-mRNA-1	615	411.394	131	16.3579	131	0.31842953470395774	16.357958090412627
snap_masked-SAKL0A-processed-gene-0.104-mRNA-1	765	504.667	126	12.8257	126	0.24966958410199203	12.825709138406676
snap_masked-SAKL0A-processed-gene-0.105-mRNA-1	228	34.966	11	16.1608	11	0.31459131727964307	16.160786054134014
augustus_masked-SAKL0A-processed-gene-0.34-mRNA-1	2154	1856.98	1013	28.0233	1013	0.5455093754375384	28.023215590320405
augustus_masked-SAKL0A-processed-gene-0.16-mRNA-1	1794	1566.49	3631	119.073	3631	2.3179209570440924	119.07329484203505
maker-SAKL0A-augustus-gene-0.6-mRNA-1	1191	963.571	7888	420.532	7888	8.186215649910594	420.53188516201135
augustus_masked-SAKL0A-processed-gene-0.17-mRNA-1	1101	870.089	5387	318.053	5387	6.191320658001652	318.05267040337196
augustus_masked-SAKL0A-processed-gene-0.36-mRNA-1	825	604.797	593	50.3687	593	0.9804942815523224	50.368708356256576
augustus_masked-SAKL0A-processed-gene-0.37-mRNA-1	381	182	1253	353.668	1253	6.884615384615385	353.6677275707138
augustus_masked-SAKL0A-processed-gene-0.38-mRNA-1	381	182	537	151.572	537	2.9505494505494507	151.57188324459162
augustus_masked-SAKL0A-processed-gene-1.4-mRNA-1	1728	1498.79	899	30.8131	899	0.599817185863263	30.813047531481224
augustus_masked-SAKL0A-processed-gene-1.5-mRNA-1	5172	4544.9	722	8.16071	722	0.15885938084446305	8.160722580393003
augustus_masked-SAKL0A-processed-gene-1.6-mRNA-1	1917	1588.01	1053	34.0636	1053	0.6630940611205219	34.0636268928235
augustus_masked-SAKL0A-processed-gene-1.7-mRNA-1	273	74.1326	367	254.316	367	4.95058853999455	254.3153540559483
augustus_masked-SAKL0A-processed-gene-1.30-mRNA-1	1479	1224.66	348	14.5975	348	0.284160501690265	14.597532800848604
augustus_masked-SAKL0A-processed-gene-1.8-mRNA-1	489	297.725	1035	178.583	1035	3.4763624149802665	178.58327979595558
augustus_masked-SAKL0A-processed-gene-1.9-mRNA-1	957	745.608	2307	158.947	2307	3.0941191618115687	158.94716431599653
augustus_masked-SAKL0A-processed-gene-1.10-mRNA-1	2553	2311.31	5528	122.864	5528	2.3917172512557814	122.86426444874837
augustus_masked-SAKL0A-processed-gene-1.11-mRNA-1	921	704.311	296	21.5895	296	0.4202688868979754	21.589520095781495
augustus_masked-SAKL0A-processed-gene-1.31-mRNA-1	252	54.1193	183	173.706	183	3.3814184588492457	173.70593932949063
augustus_masked-SAKL0A-processed-gene-1.12-mRNA-1	1599	1297.95	450	17.8102	450	0.34670056627759155	17.810261659188612
maker-SAKL0A-snap-gene-1.0-mRNA-1	1509	1271.32	57	2.30322	57	0.044835289305603626	2.303221603217304
augustus_masked-SAKL0A-processed-gene-1.13-mRNA-1	753	555.288	216	19.9826	216	0.3889873363011626	19.982563962954455
augustus_masked-SAKL0A-processed-gene-1.33-mRNA-1	945	744.654	1241	85.6116	1241	1.6665458051658892	85.61167688795344
augustus_masked-SAKL0A-processed-gene-1.34-mRNA-1	2262	2053.71	4188	104.757	4188	2.03923630892385	104.75706064400273
augustus_masked-SAKL0A-processed-gene-1.14-mRNA-1	219	29.4051	175	305.725	175	5.951348575587228	305.7251290192046
augustus_masked-SAKL0A-processed-gene-1.35-mRNA-1	1038	822.699	493	30.7838	493	0.5992471122488298	30.783762432967922
augustus_masked-SAKL0A-processed-gene-1.15-mRNA-1	4674	4224.27	661	8.03832	661	0.1564767403598728	8.03832459608642
maker-SAKL0A-augustus-gene-1.1-mRNA-1	1950	1703.88	2864	86.3477	2864	1.6808695448036246	86.34749786922607
augustus_masked-SAKL0A-processed-gene-1.36-mRNA-1	1629	1386.35	1475	54.6558	1475	1.0639448912612255	54.65562721102527
augustus_masked-SAKL0A-processed-gene-1.17-mRNA-1	1224	1060.37	495	23.9809	495	0.46681818610485026	23.980791641217927
augustus_masked-SAKL0A-processed-gene-1.37-mRNA-1	930	736.347	2130	148.598	2130	2.892657945235059	148.59795427596086
augustus_masked-SAKL0A-processed-gene-1.18-mRNA-1	2310	2234.01	312	7.17439	312	0.1396591778908778	7.174394112042355
augustus_masked-SAKL0A-processed-gene-1.38-mRNA-1	1614	1468.54	604	21.1284	604	0.411292848679641	21.12841444761992
augustus_masked-SAKL0A-processed-gene-1.39-mRNA-1	906	721.49	1035	73.6929	1035	1.4345313171353726	73.69292294730472
augustus_masked-SAKL0A-processed-gene-1.19-mRNA-1	2970	2641.02	1118	21.7463	1118	0.4233212925309161	21.746324405610995
augustus_masked-SAKL0A-processed-gene-1.40-mRNA-1	1404	1113.97	190	8.76183	190	0.17056114617090226	8.761850823637449
snap_masked-SAKL0A-processed-gene-1.138-mRNA-1	2160	1940.69	1058	28.0056	1058	0.5451669251657916	28.005623669399835
snap_masked-SAKL0A-processed-gene-1.139-mRNA-1	1875	1628.67	3018	95.1922	3018	1.8530457367054098	95.19231477326949
snap_masked-SAKL0A-processed-gene-1.117-mRNA-1	5082	4547.07	896	10.1226	896	0.197049968441216	10.122600997031448
augustus_masked-SAKL0A-processed-gene-1.42-mRNA-1	384	185	189	52.4815	189	1.0216216216216216	52.48144989528877
