target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
snap_masked-Skud_1-processed-gene-0.193-mRNA-1	201	74.3054	53	22.4075	53	0.7132725212434089	22.40750193076393
snap_masked-Skud_1-processed-gene-0.194-mRNA-1	246	119.145	18	4.7461	18	0.1510764194888581	4.746075392737936
maker-Skud_1-snap-gene-0.9-mRNA-1	339	183.765	15	2.56428	15	0.0816259897151253	2.564285693992152
genemark-Skud_1-processed-gene-0.74-mRNA-1	1371	1449.06	216	4.6828	216	0.14906215063558445	4.682797007724413
maker-Skud_1-snap-gene-0.0-mRNA-1	2391	2465.64	1234	15.7226	1234	0.5004785775701238	15.722566563561086
genemark-Skud_1-processed-gene-0.77-mRNA-1	564	474.379	1024	67.813	1024	2.1586115742897554	67.81292083753328
augustus_masked-Skud_1-processed-gene-0.16-mRNA-1	4548	4319.04	1789	13.0125	1789	0.4142124175742758	13.012509623056992
augustus_masked-Skud_1-processed-gene-0.50-mRNA-1	2139	2230.81	103	1.45049	103	0.04617156996785921	1.4504828272336414
augustus_masked-Skud_1-processed-gene-0.17-mRNA-1	2331	2335.61	4380	58.9131	4380	1.87531308737332	58.91308072944054
augustus_masked-Skud_1-processed-gene-0.18-mRNA-1	3120	2823.57	1328	14.7754	1328	0.4703265723888552	14.775339389944627
augustus_masked-Skud_1-processed-gene-0.51-mRNA-1	4608	4443.38	3088	21.8325	3088	0.694966444463449	21.832415356453463
augustus_masked-Skud_1-processed-gene-0.19-mRNA-1	330	222.428	861	121.605	861	3.870915532217167	121.60505932679902
augustus_masked-Skud_1-processed-gene-0.52-mRNA-1	510	419.223	2305	172.729	2305	5.498267032104631	172.72841090663096
augustus_masked-Skud_1-processed-gene-0.53-mRNA-1	2352	2482.08	2236	28.3005	2236	0.9008573454522014	28.300491195670894
augustus_masked-Skud_1-processed-gene-0.20-mRNA-1	3789	3842.47	7286	59.568600000000004	7286	1.8961761575236762	59.568495414224444
augustus_masked-Skud_1-processed-gene-0.54-mRNA-1	1752	1699.32	2993	55.3313	2993	1.7612927523950757	55.33112460456764
snap_masked-Skud_1-processed-gene-0.159-mRNA-1	603	562.341	177.12	9.89477	177	0.3147556375935598	9.888068511039247
augustus_masked-Skud_1-processed-gene-0.55-mRNA-1	792	817.509	421.532	16.1986	422	0.5162022681095866	16.21652730875782
snap_masked-Skud_1-processed-gene-0.160-mRNA-1	330	259.201	90.3486	10.9502	90	0.3472208826354836	10.907966263011357
augustus_masked-Skud_1-processed-gene-0.21-mRNA-1	1500	1425.64	346014	7624.68	346014	242.70783648045787	7624.682225339059
augustus_masked-Skud_1-processed-gene-0.22-mRNA-1	789	568.071	345	19.079	345	0.6073184513907592	19.0789480413518
augustus_masked-Skud_1-processed-gene-0.56-mRNA-1	1107	999.385	2452	77.0772	2452	2.453508907978407	77.0771394597317
augustus_masked-Skud_1-processed-gene-0.23-mRNA-1	2976	2907.01	18599	200.993	18599	6.397982807076686	200.9930395925652
augustus_masked-Skud_1-processed-gene-0.24-mRNA-1	864	709.455	303	13.417	303	0.4270883988413641	13.417009399103044
augustus_masked-Skud_1-processed-gene-0.57-mRNA-1	1227	1107.88	630	17.8642	630	0.5686536447990757	17.86429066629206
augustus_masked-Skud_1-processed-gene-0.25-mRNA-1	513	401.63	799	62.497	799	1.9893932226178324	62.49691548350767
augustus_masked-Skud_1-processed-gene-0.58-mRNA-1	3414	3461.18	1248	11.3274	1248	0.36057067242963386	11.327350764276382
maker-Skud_1-augustus-gene-0.228-mRNA-1	351	213.77	505	74.2137	505	2.362352060625906	74.21344126273291
augustus_masked-Skud_1-processed-gene-0.59-mRNA-1	4413	4112.9	6954	53.1159	6954	1.690777796688468	53.11589275547144
augustus_masked-Skud_1-processed-gene-0.27-mRNA-1	2241	2114.38	596	8.85526	596	0.28187932159782064	8.855256938729235
augustus_masked-Skud_1-processed-gene-0.60-mRNA-1	4062	3804.19	5586	46.1293	5586	1.4683809168311783	46.12928053310393
augustus_masked-Skud_1-processed-gene-0.61-mRNA-1	915	790.481	2870	114.059	2870	3.630700801157776	114.05869816791403
maker-Skud_1-augustus-gene-0.234-mRNA-1	6513	6294.63	20501	102.316	20501	3.256903106298543	102.31581964699166
genemark-Skud_1-processed-gene-0.135-mRNA-1	1545	1496.52	1554	32.6216	1554	1.038409109133189	32.621688660124875
genemark-Skud_1-processed-gene-0.136-mRNA-1	2607	2653.65	6108	72.3094	6108	2.3017353456559833	72.30916328023429
genemark-Skud_1-processed-gene-0.137-mRNA-1	1005	1006.42	542	16.9184	542	0.5385425567854375	16.91834890811693
augustus_masked-Skud_1-processed-gene-0.28-mRNA-1	3378	3370.23	2979	27.7683	2979	0.8839159345207894	27.768275686381795
augustus_masked-Skud_1-processed-gene-0.65-mRNA-1	963	836.141	0	0	0	0	0
augustus_masked-Skud_1-processed-gene-0.29-mRNA-1	4068	3900.96	2946	23.7246	2946	0.75519872031499935	23.72461615943006
augustus_masked-Skud_1-processed-gene-0.30-mRNA-1	1887	1727.69	9188	167.068	9188	5.318083683994235	167.0679394873242
augustus_masked-Skud_1-processed-gene-0.66-mRNA-1	1905	1939.97	2186	35.3993	2186	1.126821548786837	35.39917111352027
augustus_masked-Skud_1-processed-gene-0.31-mRNA-1	1173	1232.81	448	11.4161	448	0.3633974416171186	11.41615389931931
augustus_masked-Skud_1-processed-gene-0.32-mRNA-1	1182	1199.26	11050	289.46	11050	9.214015309440821	289.4588809848834
augustus_masked-Skud_1-processed-gene-0.33-mRNA-1	1896	1965.25	609	9.73506	609	0.3098842386464826	9.735033201166566
augustus_masked-Skud_1-processed-gene-0.67-mRNA-1	1479	1299.18	859	20.7713	859	0.6611862867347096	20.771209538221846
augustus_masked-Skud_1-processed-gene-0.34-mRNA-1	777	615.309	505	25.7832	505	0.8207258466884119	25.783155030617817
augustus_masked-Skud_1-processed-gene-0.35-mRNA-1	603	468.632	821	55.0364	821	1.7519076802267024	55.03629196140541
augustus_masked-Skud_1-processed-gene-0.68-mRNA-1	645	514.874	4481	273.409	4481	8.703100175965382	273.40844934923007
augustus_masked-Skud_1-processed-gene-0.69-mRNA-1	1926	1817.4	42497.7	734.603	42498	23.383955100693296	734.608446928901
maker-Skud_1-augustus-gene-0.229-mRNA-1	621	535.213	26477	1554.1	26477	49.47002408386942	1554.103974511531
augustus_masked-Skud_1-processed-gene-0.37-mRNA-1	3825	3565.97	2283	20.1125	2283	0.6402185099706391	20.112505488463
augustus_masked-Skud_1-processed-gene-0.70-mRNA-1	3480	3312.69	1223	11.598	1223	0.3691863711968219	11.59801349277194
snap_masked-Skud_1-processed-gene-0.221-mRNA-1	183	58.3074	34	18.3186	34	0.5831163797391069	18.318638410584715
augustus_masked-Skud_1-processed-gene-0.38-mRNA-1	1608	1486.97	2223	46.9653	2223	1.4949864489532405	46.96509502845957
augustus_masked-Skud_1-processed-gene-0.71-mRNA-1	657	517.833	6072	368.367	6072	11.72578804363569	368.3663822762516
genemark-Skud_1-processed-gene-0.103-mRNA-1	1284	1118.23	841	23.6268	841	0.7520814143780796	23.626685793798497
augustus_masked-Skud_1-processed-gene-0.72-mRNA-1	1863	1689.21	1631	30.3325	1631	0.965540104545912	30.332504214695984
genemark-Skud_1-processed-gene-0.104-mRNA-1	825	684.395	383	17.5805	383	0.559618349052813	17.5804462718291
augustus_masked-Skud_1-processed-gene-0.41-mRNA-1	360	234.877	138.307	18.4987	138	0.5875415643081272	18.45765586719646
snap_masked-Skud_1-processed-gene-0.224-mRNA-1	198	71.4179	26.1454	11.5008	26	0.36405438972582504	11.436791966223375
maker-Skud_1-snap-gene-0.4-mRNA-1	4170	3924.35	1504	12.0398	1504	0.38324818122746446	12.03976615536208
augustus_masked-Skud_1-processed-gene-0.73-mRNA-1	918	831.984	1574	59.4331	1574	1.891863305063559	59.433006878007305
augustus_masked-Skud_1-processed-gene-0.44-mRNA-1	2145	2068.34	1293	19.6388	1293	0.6251390003577748	19.638781728326833
genemark-Skud_1-processed-gene-0.109-mRNA-1	483	340.457	103	9.50414	103	0.3025345344639705	9.504141773619223
maker-Skud_1-snap-gene-0.5-mRNA-1	4038	4021.47	1846	14.4207	1846	0.4590361236065419	14.42064921844068
maker-Skud_1-augustus-gene-0.232-mRNA-1	5526	6229.67	3407	17.1809	3407	0.5468989529140388	17.180865627616292
genemark-Skud_10-processed-gene-0.3-mRNA-1	894	791.293	286	11.3545	286	0.36143375462692073	11.354464546773428
augustus_masked-Skud_10-processed-gene-0.38-mRNA-1	1020	880.759	133.266	4.75337	133	0.15100612085712437	4.7438669567203
augustus_masked-Skud_10-processed-gene-0.39-mRNA-1	768	629.641	13	0.648618	13	0.020646685968671037	0.6486169618596505
augustus_masked-Skud_10-processed-gene-0.40-mRNA-1	1341	1207.62	5098	132.619	5098	4.221526639174575	132.61952970398377
augustus_masked-Skud_10-processed-gene-0.57-mRNA-1	2397	2343.57	3952	52.9759	3952	1.686316175748964	52.97573064794767
augustus_masked-Skud_10-processed-gene-0.41-mRNA-1	2658	2478.82	2243	28.4265	2243	0.9048660249634907	28.426424119222247
augustus_masked-Skud_10-processed-gene-0.58-mRNA-1	11841	10831.8	8124.59	23.5635	8125	0.7501061688731329	23.56463332977161
augustus_masked-Skud_10-processed-gene-0.42-mRNA-1	2595	2420.13	2285	29.661	2285	0.9441641564709333	29.66097743706685
augustus_masked-Skud_10-processed-gene-0.59-mRNA-1	2367	2215.83	3631	51.4789	3631	1.6386636158911108	51.478722428481575
snap_masked-Skud_10-processed-gene-0.94-mRNA-1	288	195.128	61	9.82085	61	0.31261530892542333	9.820829948869303
snap_masked-Skud_10-processed-gene-0.95-mRNA-1	252	141.635	7	1.55263	7	0.049422812158011795	1.552620808837399
augustus_masked-Skud_10-processed-gene-0.43-mRNA-1	2646	2586.28	3613	43.8865	3613	1.3969871784957544	43.88644167144878
augustus_masked-Skud_10-processed-gene-0.44-mRNA-1	3765	3451.99	4753	43.2551	4753	1.3768869550607041	43.2549918650767
genemark-Skud_10-processed-gene-0.28-mRNA-1	930	796.322	6098	240.568	6098	7.657706304736024	240.56733394057017
augustus_masked-Skud_10-processed-gene-0.45-mRNA-1	1542	1451	1102	23.8591	1102	0.7594762232942798	23.85899418944303
augustus_masked-Skud_10-processed-gene-0.46-mRNA-1	1206	1025.8	1125	34.4532	1125	1.096705010723338	34.453058141679755
genemark-Skud_10-processed-gene-0.29-mRNA-1	699	531.847	2411	142.413	2411	4.5332586251309115	142.41261000521376
genemark-Skud_10-processed-gene-0.14-mRNA-1	402	271.497	5326.13	616.291	5326	19.617159673955882	616.2743273832978
augustus_masked-Skud_10-processed-gene-0.62-mRNA-1	390	231.133	45891	6237.41	45891	198.54802213444208	6237.398829792621
maker-Skud_10-snap-gene-0.108-mRNA-1	237	110.145	24955	7117.6	24955	226.56498252303783	7117.55343452519
augustus_masked-Skud_10-processed-gene-0.63-mRNA-1	2424	2231.37	976	13.741	976	0.4373994451839005	13.740931580243307
augustus_masked-Skud_10-processed-gene-0.48-mRNA-1	1758	1622.42	3824	74.0447	3824	2.35697291700053	74.04445512127697
augustus_masked-Skud_10-processed-gene-0.64-mRNA-1	864	769.385	681	27.8062	681	0.8851225329321472	27.80618105274166
genemark-Skud_10-processed-gene-0.16-mRNA-1	369	248.379	937	118.512	937	3.7724606347557565	118.51209241828292
augustus_masked-Skud_10-processed-gene-0.50-mRNA-1	2796	2515.75	5414	67.6066	5414	2.15204213455232	67.6065414674939
augustus_masked-Skud_10-processed-gene-0.65-mRNA-1	975	789.705	1555	61.8591	1555	1.969089723377717	61.85907975470228
augustus_masked-Skud_10-processed-gene-0.51-mRNA-1	327	190.36	879	145.061	879	4.617566715696575	145.06115406917954
augustus_masked-Skud_10-processed-gene-0.66-mRNA-1	819	671.101	1722	80.609	1722	2.565932698654897	80.6089400431269
augustus_masked-Skud_10-processed-gene-0.52-mRNA-1	552	427.166	39189	2882.08	39189	91.74185211369819	2882.0761590337897
augustus_masked-Skud_10-processed-gene-0.67-mRNA-1	2490	2334.45	1614	21.7199	1614	0.6913834093683737	21.7198540794945
augustus_masked-Skud_10-processed-gene-0.53-mRNA-1	828	680.904	2907	134.121	2907	4.269324310034895	134.12109659488482
augustus_masked-Skud_10-processed-gene-0.68-mRNA-1	366	234.047	697	93.5551	697	2.978034326438707	93.55513906974755
genemark-Skud_10-processed-gene-0.22-mRNA-1	1728	1585.11	5792	114.791	5792	3.654005084820612	114.79080373152071
maker-Skud_10-augustus-gene-1.137-mRNA-1	1770	1599.42	8045	158.016	8045	5.029948356279151	158.01614971580466
genemark-Skud_10-processed-gene-1.89-mRNA-1	2202	1980.97	1654	26.2298	1654	0.8349444968878883	26.22983483715546
genemark-Skud_10-processed-gene-0.23-mRNA-1	1299	1173.32	9362	250.664	9362	7.979067943953909	250.66293041566678
augustus_masked-Skud_10-processed-gene-1.54-mRNA-1	2553	2356.84	2178	29.0313	2178	0.9241187352556813	29.031249245939108
genemark-Skud_10-processed-gene-1.91-mRNA-1	1191	1030.06	1433	43.7042	1433	1.3911810962468207	43.70404322579387
genemark-Skud_10-processed-gene-1.92-mRNA-1	1668	1444.87	2443	53.1169	2443	1.690809553800688	53.116890407185466
genemark-Skud_10-processed-gene-1.93-mRNA-1	1677	1478.82	642	13.6383	642	0.4341299143912038	13.638219061019477
genemark-Skud_10-processed-gene-1.85-mRNA-1	540	402.518	257	20.0579	257	0.638480763593181	20.057914074734917
snap_masked-Skud_10-processed-gene-1.8-mRNA-1	921	744.69	123	5.18882	123	0.16516939934737943	5.188807257466913
augustus_masked-Skud_10-processed-gene-1.52-mRNA-1	1179	1149.95	40170.1	1097.39	40170	34.9319535631984	1097.3895581288061
snap_masked-Skud_10-processed-gene-1.9-mRNA-1	684	618.595	12316.9	625.507	12317	19.911250495073514	625.5132093614308
augustus_masked-Skud_10-processed-gene-1.57-mRNA-1	2496	2310.44	332	4.5142	332	0.1436955731375842	4.514205631964686
augustus_masked-Skud_10-processed-gene-1.69-mRNA-1	2091	1919.93	1317	21.5496	1317	0.685962509049809	21.54955614884807
snap_masked-Skud_10-processed-gene-1.26-mRNA-1	1356	1182.54	676	17.9585	676	0.5716508532480931	17.958448161650473
maker-Skud_10-augustus-gene-1.138-mRNA-1	4461	4296.96	3327	24.3237	3327	0.7742683199285076	24.32368885245024
genemark-Skud_10-processed-gene-1.116-mRNA-1	396	294.193	1938	206.948	1938	6.58751227935403	206.9471201010753
augustus_masked-Skud_10-processed-gene-1.58-mRNA-1	1983	1797.04	1099	19.2122	1099	0.6115612340292926	19.212235329636815
augustus_masked-Skud_10-processed-gene-1.59-mRNA-1	684	520.226	2186	132.007	2186	4.202019891354911	132.0067239720735
genemark-Skud_10-processed-gene-1.117-mRNA-1	1143	932.937	155	5.21937	155	0.16614197957632723	5.219360927640524
genemark-Skud_10-processed-gene-1.99-mRNA-1	1407	1241.55	676	17.1049	676	0.5444806894607547	17.1048957263728
genemark-Skud_10-processed-gene-1.100-mRNA-1	882	729.44	1792	77.1768	1792	2.4566790962930467	77.17673112864576
genemark-Skud_10-processed-gene-1.101-mRNA-1	345	226.633	126.601	17.5489	127	0.5603773501652451	17.604290340380384
genemark-Skud_10-processed-gene-1.102-mRNA-1	474	358.731	4229	370.346	4229	11.78877766348601	370.3452052175219
augustus_masked-Skud_10-processed-gene-1.72-mRNA-1	2385	2223.42	1005	14.1998	1005	0.45200636856734216	14.19980901371911
augustus_masked-Skud_10-processed-gene-1.61-mRNA-1	663	549.72	1484	84.8068	1484	2.6995561376700863	84.80672893664631
genemark-Skud_10-processed-gene-1.119-mRNA-1	1272	1117.77	921	25.8849	921	0.8239619957594139	25.884818860916937
maker-Skud_10-snap-gene-1.136-mRNA-1	2583	2424.82	83408.4	1080.61	83408	34.397604770663385	1080.602956593173
augustus_masked-Skud_10-processed-gene-1.62-mRNA-1	1227	1149.77	2864	78.2528	2864	2.4909329692025364	78.25281873961598
snap_masked-Skud_10-processed-gene-1.35-mRNA-1	264	135.082	0	0	0	0	0
augustus_masked-Skud_10-processed-gene-1.74-mRNA-1	222	95.1496	315	104.002	315	3.3105761873933255	104.0019629266526
augustus_masked-Skud_10-processed-gene-1.63-mRNA-1	3093	2923.88	2107	22.6383	2107	0.7206178092124164	22.638254622681227
augustus_masked-Skud_10-processed-gene-1.75-mRNA-1	7617	7166.98	32763	143.611	32763	4.571381530295885	143.61024351225163
augustus_masked-Skud_10-processed-gene-1.76-mRNA-1	3645	3413.72	2505	23.0525	2505	0.7338035925617802	23.052486850980788
