target_id	length	eff_length	est_counts	tpm	corrected_counts	rpk	tpm_corrected
C3_03580C_A	792	607.901	36	1.43541	36	0.05922016907358271	1.435407429058308
C2_05660W_A	2952	2686.28	49530	446.912	49530	18.43813749869708	446.9125968003117
C7_02860C_A	3420	3230.16	16093	120.759	16093	4.98210614954058	120.75872614483548
C3_05180W_A	555	313.9	1638	126.482	1638	5.218222363810131	126.48182645653024
C7_04210C_A	1098	1005.54	10350	249.487	10350	10.292976907930068	249.48620971362917
C1_08940C_B_Allele	2277	1964.39	6294	77.6611	6294	3.204048075993056	77.66128471578463
C3_03780W_A	441	276.037	577.852	50.7406	578	2.093922191590258	50.75351044580992
C5_03540C_A	318	119	11909	2425.68	11909	100.07563025210084	2425.6820839715883
C1_11000C_A	408	217.806	1959	218.007	1959	8.994242582848957	218.00685178950505
C6_02620C_A	366	167	160	23.2225	160	0.9580838323353293	23.222504631589473
C3_07440W_A	747	570.63	72825	3093.36	72825	127.62210188738763	3093.3669394556136
C6_01680C_A	1086	894.543	307	8.31846	307	0.3431919985959311	8.318455554658641
C5_00570W_A	5151	4914.41	8948	44.1327	8948	1.8207679049977517	44.13266321778486
CR_04450C_A	2397	2203.75	4850	53.344	4850	2.2007941009642655	53.343924067940705
C4_01370W_B_Allele	912	659.291	6723	247.167	6723	10.197318028002808	247.16758298474605
C3_06560W_A	1488	1256.58	4503	86.8592	4503	3.583536265100511	86.8595050924927
C7_03770C_A	765	528.712	1196	54.8299	1196	2.26210110608422	54.82991324999042
CR_10410C_A	831	629.877	2995	115.252	2995	4.75489659092172	115.25150971002026
C6_03170C_A	1695	1461.09	4895	81.2046	4895	3.350238520556571	81.20472022882869
C6_03630W_A	690	491.826	513	25.282	513	1.0430518110063314	25.282000065735918
C4_00810C_A	1353	1120	1181	25.5587	1181	1.0544642857142856	25.55862121079518
C7_01960W_A	2055	1942.09	1259	15.7131	1259	0.6482706774660288	15.713101820415059
C5_00750C_A	1983	1755.76	4877	67.3275	4877	2.7777144940082925	67.32760278931819
C1_09850C_A	1851	1507.88	6556	105.385	6556	4.3478260869565215	105.38473569226744
C1_02200C_A	837	605.425	381	15.2535	381	0.6293099888508074	15.253523374015602
C2_08600W_A	1059	714.203	1074	36.4492	1074	1.50377413704507	36.44921319387332
C1_07240W_A	555	380.378	5565	354.614	5565	14.630183659412479	354.61354875759827
C1_00530C_A	2442	2273.73	6787	72.3508	6787	2.9849630343092626	72.35099429703016
C6_00540W_A	1845	1652.87	1852	27.1586	1852	1.1204752944877698	27.158628334641108
C1_10500W_A	525	327.296	999	73.9827	999	3.0522829487680876	73.98272731720611
C3_01400W_A	1188	873.863	1538	42.6597	1538	1.7600012816654325	42.659772073863614
C4_03410W_A	876	576.983	1751	73.5578	1751	3.034751457148651	73.55779044676684
C5_01490C_A	1812	1531.32	1374	21.7483	1374	0.8972651046156258	21.748350556036858
